ISO code,Country,Variable code,Variable name,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
ABW,Aruba,emp,Number of persons engaged (in millions),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0292189996689558,0.0304962825030088,0.0317313633859158,0.0330672673881054,0.0344543345272541,0.0359071083366871,0.0374064520001411,0.0389469750225544,0.0405184254050255,0.0419179983437061,0.0425790101289749,0.0430164448916912,0.0433850474655628,0.0437391027808189,0.0441452041268349,0.0446175895631313,0.045103631913662,0.0455986000597477,0.0460926592350006,0.0465239994227886,0.0454937666654587,0.0458460710942745,0.0462042316794395,0.0465714074671268,0.0469367727637291,0.0472940355539322,0.0476337261497974,0.0479495376348496,0.0482396706938744,0.0483856424689293,0.0484568253159523,0.0485577397048473,0.0486284680664539
ABW,Aruba,rkna,Capital services at constant 2021 national prices (2021=1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.239817902445793,0.261449724435806,0.283148914575577,0.306440114974976,0.336331933736801,0.361053377389908,0.389627426862717,0.423189967870712,0.45286151766777,0.47556072473526,0.498275876045227,0.526480495929718,0.558042049407959,0.592253684997559,0.634240448474884,0.679128170013428,0.718583166599274,0.760119020938873,0.794638633728027,0.820180952548981,0.845140635967255,0.859639227390289,0.878643989562988,0.895766079425812,0.910749137401581,0.926567018032074,0.945810914039612,0.965920627117157,0.985339879989624,0.991360485553742,1,1.01312243938446,1.01395726203918
AGO,Angola,emp,Number of persons engaged (in millions),,,,,,,,,,,,,,,,,,,,,3.19706916809082,3.25752425193787,3.34156513214111,3.44143629074097,3.54588627815247,3.65174341201782,3.75757193565369,3.86829090118408,3.98606491088867,4.10858488082886,4.23818778991699,4.37246799468994,4.51246929168701,4.65860843658447,4.80886507034302,4.96246433258057,5.11774206161499,5.2700891494751,5.42300415039063,5.58081245422363,5.74176073074341,5.93476819992065,6.0980978012085,6.24927043914795,6.4557580947876,6.70654582977295,7.01691246032715,7.31017827987671,7.59632349014282,7.88511896133423,8.21021270751953,8.56436634063721,8.87292385101318,9.08421421051025,9.31517887115479,9.5755672454834,9.88819980621338,10.2060594558716,10.5227975845337,10.8330354690552,11.1688165664673,11.5439758300781,11.9227781295776,12.2837228775024,12.624852180481,12.9602308273315,13.3612470626831,13.7866048812866,14.2241430282593,14.692120552063,15.0938549041748,16.0949058532715,16.6855297088623,17.2608089447022
AGO,Angola,rkna,Capital services at constant 2021 national prices (2021=1),,,,,,,,,,,,,,,,,,,,,,,,,0.174546808004379,0.186832502484322,0.197725459933281,0.208633318543434,0.217760100960732,0.226554721593857,0.234027311205864,0.241810232400894,0.251750856637955,0.258585035800934,0.266384422779083,0.270177692174912,0.272032618522644,0.275265961885452,0.276299476623535,0.275568813085556,0.275776028633118,0.288405925035477,0.313061237335205,0.330822318792343,0.348729103803635,0.378271460533142,0.428984582424164,0.454627901315689,0.496347367763519,0.527199923992157,0.527935683727264,0.528775334358215,0.53462940454483,0.548997104167938,0.571453452110291,0.59171587228775,0.610033929347992,0.63197934627533,0.675349235534668,0.725741684436798,0.764772057533264,0.807063102722168,0.847431898117065,0.884638667106628,0.920596122741699,0.954522788524628,0.974326729774475,0.97949492931366,0.98284637928009,0.989821016788483,0.992480933666229,1,1.01219856739044,1.0233006477356
AIA,Anguilla,emp,Number of persons engaged (in millions),,,,,,,,,,,,,,,,,,,,,,,,,0.0011800000211224,0.0012620218330994,0.0013449388789013,0.0014283863129094,0.0015114429406821,0.0015944489277899,0.0016765685286372,0.0017602861626073,0.0018466184847056,0.0019320764113217,0.0020409999415278,0.0022411711979657,0.0024670825805515,0.0027076301630586,0.0029631352517753,0.0032382449135184,0.0035257923882454,0.0038232004735618,0.0041209999471902,0.004267880693078,0.0044133113697171,0.0045642633922398,0.0047246129252016,0.0048935818485915,0.0050674793310463,0.005253639537841,0.0054576671682298,0.0056440001353621,0.0053705922327935,,,,,,,,,,,,,,,,,,,,,
ALB,Albania,emp,Number of persons engaged (in millions),,,,,,,,,,,,,,,,,,,,,0.731301069259644,0.754610359668732,0.778343021869659,0.802535474300385,0.827136814594269,0.852055668830872,0.877325356006622,0.902966558933258,0.92958015203476,0.956023514270783,0.981762230396271,1.016197681427,1.06408023834229,1.09544932842255,1.11897480487823,1.13526809215546,1.17337214946747,1.20832145214081,1.22973906993866,1.24754846096039,1.23822939395905,1.23592400550842,0.997842788696289,0.953701198101044,1.04119038581848,1.00141835212708,0.984225392341614,0.97840142250061,0.958702683448792,0.940675735473633,0.942997097969055,0.95162707567215,0.949252724647522,0.954126596450806,0.957292795181274,0.956243395805359,0.95743864774704,0.959961473941803,0.920032203197479,0.924646139144898,0.912912428379059,0.95427793264389,0.966450572013855,0.925046980381012,0.933820903301239,0.984531223773956,1.04458510875702,1.08628225326538,1.12976121902466,1.16120851039886,1.10912120342255,1.12774789333344,1.17305755615234,1.16954946517944
ALB,Albania,rkna,Capital services at constant 2021 national prices (2021=1),,,,,,,,,,,,,,,,,,,,,,,,,0.1564581990242,0.163857847452164,0.171949252486229,0.180414110422134,0.189685568213463,0.200153812766075,0.209740519523621,0.220401093363762,0.234640747308731,0.247480124235153,0.259918063879013,0.269828051328659,0.279605865478516,0.28887739777565,0.297796249389648,0.307868540287018,0.31826052069664,0.30480307340622,0.292064547538757,0.287649869918823,0.290029674768448,0.293120801448822,0.301229298114777,0.303142935037613,0.310172587633133,0.325857639312744,0.35134482383728,0.384468555450439,0.41244775056839,0.441410571336746,0.471696346998215,0.503094494342804,0.530975162982941,0.569859623908997,0.612510561943054,0.653000593185425,0.686617732048035,0.724254608154297,0.755243420600891,0.787092983722687,0.813570439815521,0.837013304233551,0.864403545856476,0.892116844654083,0.919859647750855,0.944029450416565,0.966017961502075,1,1.03656494617462,1.07589852809906
ARE,United Arab Emirates,emp,Number of persons engaged (in millions),,,,,,,,,,,,,,,,,,,,,0.12578184902668,0.154640316963196,0.188580498099327,0.22643293440342,0.267803549766541,0.288051038980484,0.328536480665207,0.380876272916794,0.436296343803406,0.494267284870148,0.553340017795563,0.587264835834503,0.610137522220612,0.632807910442352,0.654864430427551,0.675988972187042,0.726958572864533,0.787489533424377,0.849395930767059,0.912604153156281,0.977011978626251,1.04248416423798,1.10884320735931,1.17585289478302,1.24322092533112,1.31181597709656,1.38421773910522,1.48469948768616,1.58422839641571,1.68244552612305,1.77900004386902,1.91280710697174,2.05034399032593,2.19122195243835,2.33467435836792,2.4798800945282,2.87979602813721,3.50621652603149,4.24502229690552,4.93082809448242,5.29727029800415,5.40013456344605,5.50612878799439,5.6055154800415,5.6990852355957,5.79295063018799,5.88495969772339,5.91480779647827,5.99971389770508,6.06397247314453,5.95329856872559,5.99940490722656,6.12584590911865,6.20071983337402
ARG,Argentina,emp,Number of persons engaged (in millions),6.49283885955811,6.59454250335693,6.71951961517334,6.81135511398315,6.93241500854492,7.04640626907349,7.15833282470703,7.25468111038208,7.3543872833252,7.47857570648193,7.57764291763306,7.67295646667481,7.77618455886841,7.88867855072022,7.98553991317749,8.0875244140625,8.19963932037354,8.2967119216919,8.40144634246826,8.48287391662598,8.57740497589111,8.65678024291992,8.74315738677979,8.83120441436768,9.16103172302246,9.26017761230469,9.23285484313965,9.45600986480713,9.59162712097168,9.75939464569092,9.78753852844238,9.83670520782471,9.98936080932617,10.3157749176025,10.5572557449341,10.6875839233398,10.9587926864624,11.1771202087402,11.3988361358643,11.4962272644043,11.8114786148071,12.1906824111938,12.3859348297119,12.3450126647949,12.4161834716797,11.8353137969971,12.1372137069702,12.7625093460083,13.3511428833008,13.461275100708,13.5983610153198,13.505482673645,13.4126663208008,14.0691041946411,14.9968576431274,15.7495889663696,16.2981224060059,16.9614124298096,17.3702507019043,17.5620536804199,18.0767459869385,18.4880313873291,18.7912883758545,19.124418258667,19.3830509185791,19.8544502258301,19.7231750488281,20.0336608886719,20.1350708007813,20.6432781219482,18.7495632171631,20.9869899749756,22.083532333374,22.7903251647949
ARG,Argentina,rkna,Capital services at constant 2021 national prices (2021=1),,,,,0.111320875585079,0.118500299751759,0.124545775353909,0.13140980899334,0.138946905732155,0.14486563205719,0.156958356499672,0.170516222715378,0.180678367614746,0.1859170794487,0.195851609110832,0.205814629793167,0.21406227350235,0.222439229488373,0.232072159647942,0.246425554156303,0.26035687327385,0.275853127241135,0.291093915700913,0.3033706843853,0.315899789333344,0.327702224254608,0.341754585504532,0.363090962171555,0.376915603876114,0.393513470888138,0.41178035736084,0.422145992517471,0.424791306257248,0.428612470626831,0.432734221220017,0.433688193559647,0.436500489711762,0.442580491304398,0.447778701782227,0.448381751775742,0.446382284164429,0.44998624920845,0.461421489715576,0.477007687091827,0.49627411365509,0.508550345897675,0.523236095905304,0.543474018573761,0.565298557281494,0.579983174800873,0.590969920158386,0.595792174339294,0.589847564697266,0.592090249061585,0.605375349521637,0.62400633096695,0.648303627967835,0.682698011398315,0.719053745269775,0.735920310020447,0.766620635986328,0.806365072727203,0.835378229618073,0.864384412765503,0.885938882827759,0.90855610370636,0.927954018115997,0.954060137271881,0.973808765411377,0.981472849845886,0.981766283512116,1,1.02495205402374,1.04760503768921
